Learner ID,Course Prefix,Platform,Course Name,Term,AY,Verified,Passed,Credit Converted,Grade
asuLearn09,MAT-101,Online,MAT,2237B,AY23,1,1,1,38
asuLearn60,PSY-102,Online,PSY,2237A,AY23,0,0,0,64
asuLearn69,SOC-234,Online,SOC,2247A,AY24,1,0,0,98
asuLearn86,ENG-101,Inclass,ENG,2241B,AY24,1,1,0,59
asuLearn65,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,56
asuLearn95,PSY-102,Online,PSY,2244B,AY24,0,0,0,46
asuLearn78,PSY-102,Online,PSY,2244C,AY24,1,0,0,18
asuLearn60,SOC-234,Online,SOC,2231A,AY23,0,0,0,30
asuLearn02,SOC-234,Online,SOC,2241B,AY24,1,0,0,38
asuLearn58,PSY-102,Online,PSY,2234A,AY23,0,0,0,2
asuLearn86,CHM-500,Inclass,CHM,2231C,AY23,0,0,0,11
asuLearn57,ENG-101,Inclass,ENG,2237A,AY23,1,0,0,68
asuLearn87,PSY-302,Inclass,PSY,2234C,AY23,1,0,0,65
asuLearn84,MAT-400,Online,MAT,2244A,AY24,1,1,1,83
asuLearn87,MAT-117,Inclass,MAT,2237B,AY23,0,0,0,50
asuLearn48,PSY-102,Online,PSY,2231B,AY23,0,0,0,62
asuLearn66,CHM-300,Inclass,CHM,2244B,AY24,1,0,0,6
asuLearn56,PSY-102,Online,PSY,2247C,AY24,1,1,0,3
asuLearn17,SOC-500,Inclass,SOC,2237A,AY23,1,0,0,93
asuLearn02,CHM-500,Inclass,CHM,2241B,AY24,1,1,0,72
asuLearn88,CHM-500,Inclass,CHM,2237B,AY23,0,0,0,12
asuLearn89,CHM-300,Inclass,CHM,2241C,AY24,0,0,0,60
asuLearn31,SOC-234,Online,SOC,2234A,AY23,1,1,1,22
asuLearn87,PSY-102,Online,PSY,2241B,AY24,0,0,0,32
asuLearn28,SOC-500,Inclass,SOC,2237A,AY23,1,1,1,46
asuLearn81,MAT-400,Online,MAT,2241C,AY24,1,1,1,56
asuLearn56,MAT-400,Online,MAT,2244B,AY24,0,0,0,18
asuLearn07,SOC-234,Online,SOC,2231A,AY23,0,0,0,93
asuLearn07,PSY-102,Online,PSY,2231C,AY23,0,0,0,25
asuLearn09,MAT-101,Online,MAT,2234B,AY23,0,0,0,76
asuLearn53,PSY-102,Online,PSY,2231A,AY23,0,0,0,83
asuLearn91,SOC-500,Inclass,SOC,2234A,AY23,0,0,0,33
asuLearn76,ENG-101,Inclass,ENG,2247C,AY24,1,0,0,58
asuLearn41,PSY-302,Inclass,PSY,2237B,AY23,0,0,0,38
asuLearn08,MAT-117,Inclass,MAT,2231A,AY23,1,1,0,63
asuLearn93,MAT-117,Inclass,MAT,2247A,AY24,1,1,1,81
asuLearn31,PSY-102,Online,PSY,2231A,AY23,1,0,0,43
asuLearn86,MAT-400,Online,MAT,2241A,AY24,0,0,0,55
asuLearn47,PSY-302,Inclass,PSY,2241C,AY24,0,0,0,28
asuLearn93,MAT-400,Online,MAT,2244C,AY24,0,0,0,55
asuLearn59,CHM-500,Inclass,CHM,2244B,AY24,0,0,0,94
asuLearn36,SOC-500,Inclass,SOC,2231C,AY23,1,1,0,34
asuLearn27,PSY-102,Online,PSY,2247A,AY24,0,0,0,13
asuLearn33,SOC-234,Online,SOC,2241B,AY24,0,0,0,69
asuLearn87,PSY-302,Inclass,PSY,2234B,AY23,0,0,0,94
asuLearn02,MAT-117,Inclass,MAT,2244B,AY24,1,0,0,72
asuLearn75,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,80
asuLearn69,PSY-302,Inclass,PSY,2247C,AY24,1,1,1,100
asuLearn98,SOC-500,Inclass,SOC,2237A,AY23,0,0,0,58
asuLearn47,MAT-101,Online,MAT,2247C,AY24,0,0,0,39
asuLearn34,SOC-500,Inclass,SOC,2247B,AY24,1,0,0,28
asuLearn16,SOC-234,Online,SOC,2234C,AY23,1,1,0,75
asuLearn10,MAT-400,Online,MAT,2234C,AY23,0,0,0,77
asuLearn45,PSY-102,Online,PSY,2247A,AY24,0,0,0,53
asuLearn15,PSY-302,Inclass,PSY,2231C,AY23,0,0,0,68
asuLearn45,ENG-101,Inclass,ENG,2247A,AY24,1,0,0,11
asuLearn86,SOC-234,Online,SOC,2241B,AY24,0,0,0,90
asuLearn47,SOC-500,Inclass,SOC,2241A,AY24,0,0,0,70
asuLearn42,ENG-101,Inclass,ENG,2237A,AY23,1,0,0,26
asuLearn87,SOC-234,Online,SOC,2231A,AY23,0,0,0,57
asuLearn09,CHM-500,Inclass,CHM,2237A,AY23,0,0,0,62
asuLearn54,PSY-102,Online,PSY,2241B,AY24,0,0,0,1
asuLearn89,SOC-234,Online,SOC,2237C,AY23,1,0,0,19
asuLearn82,CHM-500,Inclass,CHM,2237B,AY23,1,0,0,81
asuLearn59,CHM-500,Inclass,CHM,2231C,AY23,1,1,0,25
asuLearn90,MAT-101,Online,MAT,2237C,AY23,0,0,0,32
asuLearn69,MAT-400,Online,MAT,2244C,AY24,0,0,0,66
asuLearn74,MAT-117,Inclass,MAT,2234B,AY23,1,0,0,53
asuLearn89,CHM-300,Inclass,CHM,2244B,AY24,0,0,0,67
asuLearn95,CHM-500,Inclass,CHM,2241A,AY24,1,0,0,94
asuLearn72,MAT-117,Inclass,MAT,2234B,AY23,0,0,0,11
asuLearn51,PSY-302,Inclass,PSY,2247A,AY24,0,0,0,27
asuLearn08,CHM-300,Inclass,CHM,2234B,AY23,1,1,0,48
asuLearn93,MAT-117,Inclass,MAT,2237A,AY23,1,1,0,4
asuLearn56,PSY-302,Inclass,PSY,2237B,AY23,0,0,0,44
asuLearn02,PSY-102,Online,PSY,2231A,AY23,1,0,0,83
asuLearn76,MAT-101,Online,MAT,2234A,AY23,0,0,0,82
asuLearn45,MAT-117,Inclass,MAT,2231B,AY23,0,0,0,29
asuLearn52,MAT-400,Online,MAT,2247A,AY24,1,1,0,36
asuLearn69,SOC-234,Online,SOC,2237B,AY23,0,0,0,35
asuLearn43,CHM-500,Inclass,CHM,2247A,AY24,1,1,0,80
asuLearn15,MAT-101,Online,MAT,2241A,AY24,1,0,0,13
asuLearn27,ENG-101,Inclass,ENG,2237A,AY23,1,0,0,19
asuLearn01,MAT-117,Inclass,MAT,2247A,AY24,0,0,0,63
asuLearn87,ENG-101,Inclass,ENG,2241C,AY24,1,1,0,91
asuLearn51,MAT-117,Inclass,MAT,2244B,AY24,1,0,0,75
asuLearn59,CHM-500,Inclass,CHM,2244A,AY24,0,0,0,20
asuLearn86,MAT-117,Inclass,MAT,2244A,AY24,1,0,0,96
asuLearn52,CHM-500,Inclass,CHM,2237C,AY23,0,0,0,35
asuLearn04,PSY-102,Online,PSY,2231C,AY23,0,0,0,83
asuLearn71,SOC-500,Inclass,SOC,2247B,AY24,1,1,0,36
asuLearn30,SOC-234,Online,SOC,2244B,AY24,0,0,0,19
asuLearn04,SOC-500,Inclass,SOC,2244C,AY24,1,1,1,85
asuLearn25,SOC-234,Online,SOC,2247C,AY24,0,0,0,28
asuLearn75,SOC-500,Inclass,SOC,2231C,AY23,0,0,0,43
asuLearn54,CHM-500,Inclass,CHM,2247C,AY24,0,0,0,90
asuLearn28,CHM-500,Inclass,CHM,2231A,AY23,0,0,0,59
asuLearn85,PSY-102,Online,PSY,2234B,AY23,0,0,0,61
asuLearn91,SOC-234,Online,SOC,2241B,AY24,0,0,0,75
asuLearn26,CHM-300,Inclass,CHM,2237C,AY23,0,0,0,80
asuLearn94,SOC-500,Inclass,SOC,2234B,AY23,1,0,0,25
asuLearn30,SOC-500,Inclass,SOC,2231A,AY23,1,1,1,93
asuLearn73,PSY-302,Inclass,PSY,2247B,AY24,1,0,0,28
asuLearn77,CHM-500,Inclass,CHM,2247C,AY24,1,1,0,96
asuLearn85,CHM-500,Inclass,CHM,2234A,AY23,0,0,0,20
asuLearn10,ENG-101,Inclass,ENG,2237A,AY23,1,1,1,99
asuLearn18,SOC-234,Online,SOC,2237C,AY23,1,1,1,96
asuLearn77,CHM-300,Inclass,CHM,2234A,AY23,1,1,0,74
asuLearn44,PSY-102,Online,PSY,2237A,AY23,0,0,0,99
asuLearn20,PSY-302,Inclass,PSY,2237C,AY23,1,0,0,55
asuLearn46,CHM-300,Inclass,CHM,2247A,AY24,1,0,0,24
asuLearn62,PSY-102,Online,PSY,2244A,AY24,1,0,0,8
asuLearn42,MAT-101,Online,MAT,2231B,AY23,1,0,0,65
asuLearn04,MAT-400,Online,MAT,2234C,AY23,1,0,0,14
asuLearn75,PSY-102,Online,PSY,2234C,AY23,0,0,0,95
asuLearn73,PSY-302,Inclass,PSY,2234C,AY23,0,0,0,11
asuLearn67,MAT-117,Inclass,MAT,2231B,AY23,0,0,0,27
asuLearn31,MAT-101,Online,MAT,2237A,AY23,0,0,0,59
asuLearn12,MAT-117,Inclass,MAT,2234A,AY23,0,0,0,23
asuLearn75,CHM-300,Inclass,CHM,2234B,AY23,1,1,0,74
asuLearn62,MAT-101,Online,MAT,2247B,AY24,0,0,0,24
asuLearn30,MAT-101,Online,MAT,2231C,AY23,1,0,0,65
asuLearn13,CHM-500,Inclass,CHM,2241C,AY24,1,1,1,55
asuLearn56,PSY-102,Online,PSY,2234A,AY23,0,0,0,14
asuLearn25,ENG-101,Inclass,ENG,2231C,AY23,0,0,0,16
asuLearn03,CHM-500,Inclass,CHM,2241B,AY24,0,0,0,16
asuLearn73,SOC-500,Inclass,SOC,2231A,AY23,0,0,0,95
asuLearn80,SOC-500,Inclass,SOC,2244C,AY24,1,0,0,70
asuLearn86,PSY-302,Inclass,PSY,2244C,AY24,0,0,0,83
asuLearn53,CHM-300,Inclass,CHM,2237C,AY23,1,0,0,99
asuLearn94,CHM-500,Inclass,CHM,2231B,AY23,1,0,0,80
asuLearn55,MAT-400,Online,MAT,2244C,AY24,1,1,1,81
asuLearn20,SOC-234,Online,SOC,2231A,AY23,0,0,0,12
asuLearn03,PSY-102,Online,PSY,2244A,AY24,1,1,0,80
asuLearn87,MAT-101,Online,MAT,2241A,AY24,0,0,0,17
asuLearn01,PSY-102,Online,PSY,2234A,AY23,1,0,0,76
asuLearn40,PSY-102,Online,PSY,2247B,AY24,1,0,0,99
asuLearn15,SOC-500,Inclass,SOC,2247B,AY24,0,0,0,73
asuLearn52,PSY-102,Online,PSY,2237A,AY23,1,0,0,74
asuLearn40,CHM-300,Inclass,CHM,2231B,AY23,1,1,1,43
asuLearn12,ENG-101,Inclass,ENG,2241A,AY24,0,0,0,81
asuLearn31,SOC-234,Online,SOC,2237C,AY23,1,0,0,84
asuLearn02,PSY-302,Inclass,PSY,2247A,AY24,0,0,0,41
asuLearn73,MAT-400,Online,MAT,2241A,AY24,0,0,0,55
asuLearn28,SOC-500,Inclass,SOC,2244B,AY24,0,0,0,81
asuLearn78,MAT-117,Inclass,MAT,2237C,AY23,0,0,0,87
asuLearn94,SOC-500,Inclass,SOC,2247C,AY24,0,0,0,89
asuLearn52,MAT-400,Online,MAT,2237C,AY23,0,0,0,79
asuLearn66,MAT-400,Online,MAT,2231B,AY23,1,1,0,30
asuLearn10,PSY-302,Inclass,PSY,2241B,AY24,0,0,0,24
asuLearn64,CHM-300,Inclass,CHM,2237B,AY23,1,0,0,68
asuLearn74,ENG-101,Inclass,ENG,2247B,AY24,1,1,0,63
asuLearn79,MAT-101,Online,MAT,2244C,AY24,1,1,1,84
asuLearn99,CHM-500,Inclass,CHM,2237B,AY23,0,0,0,90
asuLearn23,ENG-101,Inclass,ENG,2231C,AY23,1,0,0,34
asuLearn91,PSY-102,Online,PSY,2244B,AY24,1,1,0,74
asuLearn76,MAT-117,Inclass,MAT,2237A,AY23,0,0,0,24
asuLearn91,PSY-102,Online,PSY,2241B,AY24,0,0,0,76
asuLearn22,MAT-101,Online,MAT,2244B,AY24,0,0,0,99
asuLearn83,MAT-101,Online,MAT,2247C,AY24,1,0,0,37
asuLearn87,PSY-302,Inclass,PSY,2247B,AY24,1,0,0,75
asuLearn57,MAT-400,Online,MAT,2241C,AY24,0,0,0,27
asuLearn84,MAT-117,Inclass,MAT,2241B,AY24,1,1,1,64
asuLearn49,MAT-117,Inclass,MAT,2234A,AY23,1,1,0,69
asuLearn63,PSY-102,Online,PSY,2231B,AY23,1,0,0,79
asuLearn48,CHM-300,Inclass,CHM,2247B,AY24,0,0,0,28
asuLearn87,MAT-400,Online,MAT,2241B,AY24,0,0,0,80
asuLearn13,SOC-234,Online,SOC,2237C,AY23,0,0,0,42
asuLearn92,MAT-400,Online,MAT,2241A,AY24,0,0,0,60
asuLearn89,MAT-101,Online,MAT,2244A,AY24,1,1,0,9
asuLearn74,MAT-400,Online,MAT,2247C,AY24,1,1,0,49
asuLearn86,PSY-302,Inclass,PSY,2244A,AY24,0,0,0,64
asuLearn84,CHM-500,Inclass,CHM,2237C,AY23,0,0,0,93
asuLearn55,MAT-101,Online,MAT,2231B,AY23,1,0,0,77
asuLearn75,CHM-500,Inclass,CHM,2241C,AY24,0,0,0,89
asuLearn36,CHM-300,Inclass,CHM,2231B,AY23,0,0,0,73
asuLearn65,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,34
asuLearn66,MAT-101,Online,MAT,2241B,AY24,1,1,0,26
asuLearn55,MAT-117,Inclass,MAT,2244C,AY24,1,0,0,93
asuLearn29,ENG-101,Inclass,ENG,2237C,AY23,1,0,0,30
asuLearn14,MAT-400,Online,MAT,2237B,AY23,0,0,0,51
asuLearn41,MAT-101,Online,MAT,2234A,AY23,0,0,0,60
asuLearn73,CHM-500,Inclass,CHM,2241C,AY24,1,0,0,52
asuLearn77,MAT-101,Online,MAT,2244A,AY24,1,1,1,49
asuLearn85,ENG-101,Inclass,ENG,2241C,AY24,0,0,0,100
asuLearn69,SOC-234,Online,SOC,2237A,AY23,1,1,0,15
asuLearn67,ENG-101,Inclass,ENG,2237B,AY23,0,0,0,95
asuLearn81,ENG-101,Inclass,ENG,2237C,AY23,1,0,0,68
asuLearn66,MAT-400,Online,MAT,2234C,AY23,1,1,1,62
asuLearn95,PSY-302,Inclass,PSY,2247C,AY24,0,0,0,69
asuLearn83,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,67
asuLearn63,MAT-117,Inclass,MAT,2234C,AY23,0,0,0,82
asuLearn74,MAT-400,Online,MAT,2244C,AY24,0,0,0,29
asuLearn63,CHM-500,Inclass,CHM,2231B,AY23,1,1,1,91
asuLearn72,MAT-400,Online,MAT,2244C,AY24,1,1,1,47
asuLearn70,PSY-102,Online,PSY,2234B,AY23,1,0,0,88
asuLearn88,SOC-234,Online,SOC,2241B,AY24,1,0,0,46
asuLearn91,ENG-101,Inclass,ENG,2234B,AY23,1,1,1,88
asuLearn98,MAT-400,Online,MAT,2247B,AY24,0,0,0,26
asuLearn42,PSY-302,Inclass,PSY,2247C,AY24,1,1,1,44
asuLearn59,ENG-101,Inclass,ENG,2237B,AY23,1,0,0,95
asuLearn21,CHM-300,Inclass,CHM,2234A,AY23,0,0,0,100
asuLearn47,ENG-101,Inclass,ENG,2244C,AY24,1,1,0,56
asuLearn18,CHM-500,Inclass,CHM,2244A,AY24,1,0,0,82
asuLearn16,SOC-234,Online,SOC,2244A,AY24,0,0,0,33
asuLearn34,MAT-101,Online,MAT,2231B,AY23,1,0,0,49
asuLearn94,CHM-500,Inclass,CHM,2237B,AY23,1,1,1,84
asuLearn33,CHM-500,Inclass,CHM,2234B,AY23,0,0,0,85
asuLearn11,MAT-400,Online,MAT,2247A,AY24,0,0,0,69
asuLearn81,ENG-101,Inclass,ENG,2234B,AY23,1,1,0,76
asuLearn80,MAT-117,Inclass,MAT,2241C,AY24,1,1,1,10
asuLearn75,SOC-234,Online,SOC,2237C,AY23,0,0,0,41
asuLearn70,PSY-102,Online,PSY,2241B,AY24,1,0,0,34
asuLearn39,CHM-300,Inclass,CHM,2237A,AY23,1,1,0,20
asuLearn67,ENG-101,Inclass,ENG,2244C,AY24,1,1,0,68
asuLearn51,SOC-234,Online,SOC,2237A,AY23,0,0,0,24
asuLearn68,CHM-500,Inclass,CHM,2231B,AY23,1,0,0,80
asuLearn34,MAT-101,Online,MAT,2231B,AY23,1,1,1,92
asuLearn28,MAT-400,Online,MAT,2247B,AY24,0,0,0,95
asuLearn95,MAT-117,Inclass,MAT,2247A,AY24,1,1,0,87
asuLearn35,CHM-300,Inclass,CHM,2241A,AY24,0,0,0,24
asuLearn99,MAT-101,Online,MAT,2231B,AY23,1,1,0,41
asuLearn12,MAT-400,Online,MAT,2247C,AY24,1,1,0,20
asuLearn58,MAT-400,Online,MAT,2231A,AY23,0,0,0,1
asuLearn88,SOC-500,Inclass,SOC,2231B,AY23,0,0,0,77
asuLearn03,CHM-300,Inclass,CHM,2241B,AY24,0,0,0,20
asuLearn12,PSY-102,Online,PSY,2244B,AY24,0,0,0,86
asuLearn14,PSY-102,Online,PSY,2247A,AY24,0,0,0,69
asuLearn68,PSY-102,Online,PSY,2237A,AY23,1,1,0,100
asuLearn40,PSY-302,Inclass,PSY,2237B,AY23,0,0,0,22
asuLearn12,SOC-500,Inclass,SOC,2241A,AY24,0,0,0,6
asuLearn01,PSY-102,Online,PSY,2231A,AY23,0,0,0,94
asuLearn14,MAT-117,Inclass,MAT,2247C,AY24,1,1,0,58
asuLearn15,MAT-400,Online,MAT,2237C,AY23,0,0,0,93
asuLearn15,CHM-300,Inclass,CHM,2237B,AY23,0,0,0,65
asuLearn68,ENG-101,Inclass,ENG,2237A,AY23,0,0,0,50
asuLearn04,MAT-400,Online,MAT,2234B,AY23,1,1,1,73
asuLearn65,MAT-101,Online,MAT,2237B,AY23,0,0,0,5
asuLearn91,PSY-302,Inclass,PSY,2247B,AY24,1,1,0,77
asuLearn23,SOC-234,Online,SOC,2231C,AY23,0,0,0,80
asuLearn33,MAT-117,Inclass,MAT,2241A,AY24,1,0,0,46
asuLearn79,MAT-101,Online,MAT,2241B,AY24,1,0,0,57
asuLearn61,MAT-101,Online,MAT,2241A,AY24,1,1,1,99
asuLearn33,MAT-400,Online,MAT,2231A,AY23,0,0,0,98
asuLearn96,PSY-302,Inclass,PSY,2237A,AY23,1,1,0,53
asuLearn05,ENG-101,Inclass,ENG,2234A,AY23,0,0,0,73
asuLearn53,SOC-234,Online,SOC,2244A,AY24,0,0,0,69
asuLearn78,SOC-500,Inclass,SOC,2234C,AY23,1,0,0,25
asuLearn59,MAT-400,Online,MAT,2247C,AY24,1,0,0,5
asuLearn40,MAT-117,Inclass,MAT,2247A,AY24,0,0,0,98
asuLearn12,SOC-234,Online,SOC,2234C,AY23,0,0,0,7
asuLearn51,MAT-117,Inclass,MAT,2234B,AY23,1,1,1,37
asuLearn33,PSY-102,Online,PSY,2237C,AY23,1,1,1,55
asuLearn09,SOC-500,Inclass,SOC,2237C,AY23,1,0,0,48
asuLearn51,ENG-101,Inclass,ENG,2231C,AY23,0,0,0,8
asuLearn16,PSY-102,Online,PSY,2237A,AY23,0,0,0,55
asuLearn01,PSY-102,Online,PSY,2247A,AY24,1,1,1,6
asuLearn11,PSY-302,Inclass,PSY,2247B,AY24,0,0,0,82
asuLearn28,PSY-102,Online,PSY,2244B,AY24,0,0,0,32
asuLearn23,MAT-117,Inclass,MAT,2231A,AY23,1,0,0,16
asuLearn36,MAT-101,Online,MAT,2234A,AY23,1,0,0,40
asuLearn41,MAT-101,Online,MAT,2231B,AY23,0,0,0,34
asuLearn32,ENG-101,Inclass,ENG,2234C,AY23,1,0,0,29
asuLearn82,MAT-400,Online,MAT,2244C,AY24,0,0,0,29
asuLearn91,MAT-101,Online,MAT,2244A,AY24,0,0,0,51
asuLearn89,PSY-102,Online,PSY,2231C,AY23,0,0,0,42
asuLearn88,MAT-400,Online,MAT,2231A,AY23,0,0,0,63
asuLearn37,SOC-234,Online,SOC,2231C,AY23,0,0,0,14
asuLearn34,SOC-234,Online,SOC,2237C,AY23,0,0,0,16
asuLearn56,PSY-302,Inclass,PSY,2241A,AY24,0,0,0,33
asuLearn15,PSY-102,Online,PSY,2241A,AY24,0,0,0,13
asuLearn36,SOC-234,Online,SOC,2247B,AY24,1,0,0,55
asuLearn68,MAT-400,Online,MAT,2244A,AY24,1,0,0,98
asuLearn17,MAT-101,Online,MAT,2244A,AY24,1,0,0,90
asuLearn86,ENG-101,Inclass,ENG,2247C,AY24,1,0,0,76
asuLearn54,SOC-500,Inclass,SOC,2244C,AY24,1,0,0,18
asuLearn22,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,14
asuLearn17,SOC-500,Inclass,SOC,2241A,AY24,1,1,0,34
asuLearn08,PSY-302,Inclass,PSY,2244C,AY24,1,1,1,62
asuLearn87,MAT-117,Inclass,MAT,2231C,AY23,0,0,0,90
asuLearn81,CHM-500,Inclass,CHM,2241A,AY24,1,0,0,49
asuLearn22,MAT-117,Inclass,MAT,2234C,AY23,1,1,1,41
asuLearn93,MAT-117,Inclass,MAT,2244C,AY24,1,1,1,18
asuLearn53,ENG-101,Inclass,ENG,2247B,AY24,1,1,0,28
asuLearn17,PSY-302,Inclass,PSY,2244B,AY24,1,1,1,70
asuLearn64,SOC-234,Online,SOC,2241B,AY24,1,1,0,16
asuLearn34,PSY-102,Online,PSY,2237A,AY23,0,0,0,59
asuLearn55,ENG-101,Inclass,ENG,2237B,AY23,0,0,0,69
asuLearn37,MAT-117,Inclass,MAT,2244B,AY24,0,0,0,38
asuLearn48,MAT-101,Online,MAT,2241C,AY24,1,1,0,100
asuLearn52,MAT-400,Online,MAT,2244A,AY24,0,0,0,82
asuLearn52,CHM-500,Inclass,CHM,2247C,AY24,0,0,0,70
asuLearn85,SOC-234,Online,SOC,2231B,AY23,0,0,0,6
asuLearn09,CHM-500,Inclass,CHM,2247A,AY24,0,0,0,23
asuLearn57,CHM-300,Inclass,CHM,2234A,AY23,0,0,0,62
asuLearn39,MAT-117,Inclass,MAT,2231A,AY23,1,0,0,61
asuLearn98,PSY-302,Inclass,PSY,2231B,AY23,0,0,0,21
asuLearn62,ENG-101,Inclass,ENG,2247C,AY24,1,1,1,35
asuLearn15,MAT-400,Online,MAT,2247C,AY24,1,1,1,92
asuLearn83,CHM-300,Inclass,CHM,2234C,AY23,0,0,0,9
asuLearn72,SOC-234,Online,SOC,2241C,AY24,1,0,0,45
asuLearn25,ENG-101,Inclass,ENG,2234B,AY23,1,0,0,62
asuLearn45,MAT-117,Inclass,MAT,2237A,AY23,0,0,0,99
asuLearn56,MAT-400,Online,MAT,2241C,AY24,0,0,0,52
asuLearn50,SOC-500,Inclass,SOC,2241A,AY24,0,0,0,76
asuLearn30,PSY-102,Online,PSY,2247A,AY24,1,0,0,2
asuLearn68,SOC-234,Online,SOC,2241C,AY24,1,0,0,30
asuLearn09,CHM-500,Inclass,CHM,2244B,AY24,0,0,0,55
asuLearn08,MAT-400,Online,MAT,2244B,AY24,1,0,0,34
asuLearn91,ENG-101,Inclass,ENG,2241C,AY24,1,0,0,94
asuLearn19,PSY-102,Online,PSY,2241A,AY24,0,0,0,85
asuLearn77,PSY-302,Inclass,PSY,2234A,AY23,0,0,0,55
asuLearn98,PSY-102,Online,PSY,2234C,AY23,1,1,0,91
asuLearn17,PSY-302,Inclass,PSY,2234C,AY23,0,0,0,99
asuLearn02,PSY-102,Online,PSY,2244A,AY24,1,0,0,67
asuLearn89,PSY-302,Inclass,PSY,2241B,AY24,1,0,0,3
asuLearn17,CHM-300,Inclass,CHM,2234C,AY23,1,1,0,41
asuLearn38,CHM-300,Inclass,CHM,2237A,AY23,1,0,0,78
asuLearn87,MAT-400,Online,MAT,2241C,AY24,1,0,0,11
asuLearn03,PSY-102,Online,PSY,2244C,AY24,1,1,0,38
asuLearn54,SOC-500,Inclass,SOC,2244B,AY24,1,0,0,99
asuLearn04,PSY-302,Inclass,PSY,2231C,AY23,0,0,0,38
asuLearn77,CHM-300,Inclass,CHM,2231B,AY23,0,0,0,59
asuLearn37,CHM-500,Inclass,CHM,2231A,AY23,0,0,0,86
asuLearn21,CHM-300,Inclass,CHM,2231C,AY23,1,1,0,50
asuLearn36,CHM-500,Inclass,CHM,2247A,AY24,1,0,0,37
asuLearn39,CHM-300,Inclass,CHM,2244B,AY24,1,0,0,67
asuLearn68,CHM-300,Inclass,CHM,2244B,AY24,1,1,0,35
asuLearn35,MAT-117,Inclass,MAT,2234C,AY23,1,1,0,6
asuLearn57,PSY-102,Online,PSY,2241A,AY24,1,0,0,5
asuLearn66,PSY-102,Online,PSY,2234C,AY23,1,0,0,0
asuLearn22,PSY-102,Online,PSY,2241C,AY24,1,0,0,14
asuLearn41,PSY-102,Online,PSY,2231A,AY23,1,0,0,36
asuLearn47,CHM-500,Inclass,CHM,2247C,AY24,1,1,0,66
asuLearn68,SOC-500,Inclass,SOC,2244A,AY24,1,1,1,90
asuLearn92,PSY-302,Inclass,PSY,2247C,AY24,1,1,0,90
asuLearn18,MAT-101,Online,MAT,2247B,AY24,1,1,0,44
asuLearn10,MAT-117,Inclass,MAT,2231B,AY23,0,0,0,19
asuLearn66,MAT-400,Online,MAT,2231A,AY23,0,0,0,11
asuLearn05,SOC-500,Inclass,SOC,2244C,AY24,1,0,0,43
asuLearn20,SOC-500,Inclass,SOC,2247C,AY24,0,0,0,16
asuLearn90,SOC-234,Online,SOC,2247A,AY24,1,1,0,38
asuLearn64,PSY-102,Online,PSY,2231A,AY23,1,1,1,63
asuLearn25,MAT-400,Online,MAT,2237C,AY23,0,0,0,13
asuLearn83,PSY-102,Online,PSY,2234C,AY23,1,1,0,77
asuLearn13,MAT-400,Online,MAT,2237B,AY23,1,0,0,17
asuLearn95,CHM-500,Inclass,CHM,2247A,AY24,1,1,0,45
asuLearn07,MAT-117,Inclass,MAT,2241A,AY24,0,0,0,90
asuLearn55,CHM-500,Inclass,CHM,2241C,AY24,1,1,1,10
asuLearn01,PSY-302,Inclass,PSY,2234A,AY23,1,1,0,23
asuLearn48,SOC-500,Inclass,SOC,2244A,AY24,1,1,1,6
asuLearn80,CHM-500,Inclass,CHM,2234C,AY23,0,0,0,13
asuLearn44,ENG-101,Inclass,ENG,2244A,AY24,0,0,0,12
asuLearn19,MAT-101,Online,MAT,2244A,AY24,0,0,0,27
asuLearn81,MAT-117,Inclass,MAT,2237C,AY23,0,0,0,8
asuLearn88,PSY-302,Inclass,PSY,2237A,AY23,0,0,0,24
asuLearn31,SOC-500,Inclass,SOC,2234B,AY23,0,0,0,6
asuLearn11,SOC-234,Online,SOC,2247B,AY24,1,0,0,14
asuLearn18,CHM-500,Inclass,CHM,2234A,AY23,1,0,0,21
asuLearn44,ENG-101,Inclass,ENG,2247C,AY24,0,0,0,85
asuLearn51,SOC-500,Inclass,SOC,2234B,AY23,0,0,0,17
asuLearn84,MAT-117,Inclass,MAT,2244B,AY24,0,0,0,43
asuLearn07,MAT-117,Inclass,MAT,2247B,AY24,0,0,0,96
asuLearn96,CHM-300,Inclass,CHM,2237C,AY23,1,0,0,28
asuLearn79,MAT-101,Online,MAT,2244C,AY24,1,1,0,30
asuLearn39,PSY-102,Online,PSY,2231C,AY23,1,0,0,86
asuLearn44,CHM-500,Inclass,CHM,2237B,AY23,0,0,0,25
asuLearn88,MAT-400,Online,MAT,2247A,AY24,1,1,0,99
asuLearn83,ENG-101,Inclass,ENG,2234A,AY23,0,0,0,47
asuLearn66,CHM-500,Inclass,CHM,2244C,AY24,0,0,0,58
asuLearn85,MAT-400,Online,MAT,2244C,AY24,1,0,0,95
asuLearn50,SOC-234,Online,SOC,2247C,AY24,0,0,0,27
asuLearn99,MAT-400,Online,MAT,2244A,AY24,1,0,0,41
asuLearn35,CHM-300,Inclass,CHM,2241A,AY24,0,0,0,43
asuLearn96,PSY-302,Inclass,PSY,2244B,AY24,1,1,0,87
